"Randomly generated prices between 30 and 200 - n = 10000	",
2032,197.317
2033,65.3317
2034,34.4266
2035,32.6399
2036,86.3406
2037,145.541
2038,167.005
2039,135.298
2040,196.503
2041,170.612
2042,145.156
2043,132.388
2044,59.4089
2045,136.014
2046,66.7716
2047,47.7147
2048,70.3328
2049,150.091
2050,173.786
2051,76.9793
2052,176.714
2053,50.8835
2054,133.148
2055,67.7246
2056,68.0147
2057,124.143
2058,47.3685
2059,176.497
2060,175.132
2061,126.128
2062,128.159
2063,188.878
2064,66.3479
2065,79.7386
2066,155.852
2067,58.946
2068,191.893
2069,183.904
2070,120.131
2071,163.176
2072,145.3
2073,86.8092
2074,96.9654
2075,117.661
2076,185.96
2077,80.851
2078,125.289
2079,142.44
2080,168.089
2081,104.003
2082,155.818
2083,49.1126
2084,160.469
2085,73.4978
2086,105.049
2087,59.284
2088,147.695
2089,107.809
2090,55.9203
2091,47.3648
2092,165.124
2093,72.2134
2094,60.9514
2095,68.4096
2096,114.043
2097,41.1985
2098,126.073
2099,68.8674
2100,166.398
2101,169.881
2102,51.0439
2103,185.432
2104,154.674
2105,49.2424
2106,173.639
2107,153.01
2108,159.129
2109,131.685
2110,138.614
2111,168.143
2112,31.2118
2113,76.3843
2114,182.528
2115,98.3017
2116,57.9932
2117,138.645
2118,113.4
2119,159.842
2120,119.758
2121,129.672
2122,186.715
2123,191.179
2124,42.3744
2125,88.5492
2126,65.5997
2127,108.864
2128,83.8395
2129,108.8
2130,54.2012
2131,140.107
2132,117.918
2133,163.58
2134,162.717
2135,46.0891
2136,40.7336
2137,138.999
2138,138.525
2139,189.684
2140,82.4919
2141,151.903
2142,50.0043
2143,106.063
2144,54.8021
2145,106.074
2146,174.585
2147,133.945
2148,73.6863
2149,38.5274
2150,93.7177
2151,40.2676
2152,84.5915
2153,49.9732
2154,86.7245
2155,168.563
2156,98.7054
2157,113.552
2158,89.7743
2159,167.655
2160,177.283
2161,68.9175
2162,107.932
2163,65.3955
2164,194.066
2165,112.029
2166,70.8642
2167,66.3799
2168,57.8952
2169,160.503
2170,194.3
2171,198.315
2172,179.811
2173,71.097
2174,111.295
2175,51.5329
2176,143.722
2177,70.6936
2178,91.7987
2179,122.65
2180,93.5983
2181,77.4439
2182,157.292
2183,140.99
2184,90.9986
2185,86.7902
2186,117.288
2187,147.874
2188,92.0265
2189,196.542
2190,151.643
2191,154.157
2192,170.487
2193,34.6362
2194,183.61
2195,75.1963
2196,187.383
2197,121.773
2198,148.429
2199,116.481
2200,95.3459
2201,71.0538
2202,172.607
2203,61.6374
2204,150.081
2205,163.873
2206,164.003
2207,122.201
2208,59.4186
2209,160.033
2210,51.6373
2211,89.8927
2212,84.2047
2213,173.592
2214,77.477
2215,46.2159
2216,44.1515
2217,168.007
2218,145.841
2219,160.497
2220,128.805
2221,70.6961
2222,101.983
2223,180.224
2224,125.008
2225,194.682
2226,99.3625
2227,55.1314
2228,176.963
2229,104.606
2230,114.985
2231,133.947
2232,56.2335
2233,45.8169
2234,97.9171
2235,161.723
2236,67.0017
2237,185.518
2238,86.8116
2239,84.0311
2240,55.9968
2241,154.753
2242,53.4542
2243,51.6395
2244,167.545
2245,69.8406
2246,43.3667
2247,31.4374
2248,105.354
2249,109.321
2250,77.9399
2251,190.71
2252,86.3877
2253,88.5457
2254,79.1434
2255,103.694
2256,85.7597
2257,63.5784
2258,192.548
2259,159.763
2260,45.559
2261,67.1676
2262,107.06
2263,87.8277
2264,107.791
2265,187.183
2266,98.1372
2267,92.8007
2268,159.232
2269,83.6037
2270,78.6179
2271,195.468
2272,107.315
2273,185.746
2274,34.7941
2275,49.6084
2276,59.6666
2277,170.322
2278,154.809
2279,83.9158
2280,107.59
2281,186.561
2282,78.0264
2283,181.82
2284,169.157
2285,187.79
2286,160.585
2287,124.827
2288,100.499
2289,57.789
2290,140.823
2291,70.7907
2292,161.241
2293,34.4344
2294,162.375
2295,46.3647
2296,60.1995
2297,124.572
2298,35.4688
2299,110.083
2300,196.91
2301,152.565
2302,50.6486
2303,124.341
2304,61.1435
2305,104.859
2306,165.314
2307,198.887
2308,143.032
2309,162.996
2310,175.267
2311,97.2564
2312,187.818
2313,103.465
2314,86.7555
2315,181.449
2316,62.2846
2317,79.826
2318,70.5004
2319,152.052
2320,159.011
2321,53.4335
2322,195.201
2323,131.671
2324,107.615
2325,86.8333
2326,197.997
2327,71.9084
2328,132.73
2329,118.884
2330,176.119
2331,37.9417
2332,66.4494
2333,86.6656
2334,78.2106
2335,114.709
2336,59.4304
2337,114.127
2338,112.55
2339,124.702
2340,181.229
2341,57.8891
2342,164.246
2343,174.679
2344,102.684
2345,129.814
2346,181.941
2347,186.502
2348,46.1472
2349,95.7275
2350,157.124
2351,57.9295
2352,87.503
2353,106.877
2354,36.6157
2355,57.5219
2356,155.785
2357,106.678
2358,165.101
2359,153.819
2360,126.365
2361,77.4871
2362,156.234
2363,70.621
2364,79.1887
2365,91.7627
2366,175.329
2367,125.139
2368,153.192
2369,39.9296
2370,150.674
2371,131.014
2372,98.9739
2373,159.445
2374,70.6145
2375,93.2386
2376,125.434
2377,72.7635
2378,198.259
2379,194.216
2380,73.2244
2381,162.462
2382,111.468
2383,65.9532
2384,95.5244
2385,64.6211
2386,110.425
2387,81.7141
2388,102.987
2389,66.4509
2390,107.349
2391,90.2107
2392,71.0543
2393,121.122
2394,68.0637
2395,79.0815
2396,67.7243
2397,130.041
2398,111.137
2399,71.898
2400,113.049
2401,61.457
2402,31.4392
2403,185.497
2404,149.162
2405,87.4973
2406,44.4761
2407,31.1283
2408,55.4302
2409,180.453
2410,40.8636
2411,82.9749
2412,47.0955
2413,174.022
2414,177.631
2415,52.8243
2416,148.661
2417,156.38
2418,85.7206
2419,47.3466
2420,53.269
2421,67.0585
2422,148.79
2423,167.955
2424,110.314
2425,177.475
2426,190.403
2427,190.264
2428,131.852
2429,51.7422
2430,103.25
2431,152.9
2432,156.282
2433,97.0778
2434,100.962
2435,145.809
2436,165.71
2437,104.78
2438,47.3659
2439,151.528
2440,185.322
2441,97.2152
2442,163.702
2443,171.616
2444,190.113
2445,104.908
2446,147.249
2447,32.0012
2448,119.978
2449,107.233
2450,120.381
2451,32.0534
2452,53.8764
2453,159.428
2454,167.981
2455,66.9707
2456,159.895
2457,92.956
2458,49.4469
2459,164.075
2460,171.315
2461,59.4618
2462,174.791
2463,61.8324
2464,77.2937
2465,159.708
2466,77.9999
2467,158.115
2468,36.2919
2469,127.954
2470,182.417
2471,197.447
2472,195.673
2473,139.455
2474,199.212
2475,53.2478
2476,90.9107
2477,175.356
2478,54.7956
2479,130.106
2480,45.9148
2481,149.813
2482,155.99
2483,62.2873
2484,133.588
2485,146.19
2486,128.684
2487,94.494
2488,106.719
2489,42.3601
2490,121.296
2491,120.866
2492,86.6213
2493,166.208
2494,163.23
2495,101.96
2496,35.1901
2497,69.4733
2498,30.144
2499,38.2582
2500,65.1076
2501,102.194
2502,96.412
2503,119.863
2504,48.7291
2505,183.765
2506,114.346
2507,103.981
2508,139.374
2509,162.977
2510,169.267
2511,78.9643
2512,97.5995
2513,60.341
2514,173.053
2515,80.0513
2516,112.199
2517,199.805
2518,34.8884
2519,39.3692
2520,146.509
2521,159.706
2522,88.3814
2523,59.1962
2524,46.2054
2525,136.823
2526,122.893
2527,125.161
2528,59.2229
2529,184.007
2530,151.921
2531,39.7583
2532,36.8789
2533,93.1001
2534,53.6029
2535,191.91
2536,146.134
2537,150.866
2538,92.3904
2539,187.227
2540,94.0891
2541,191.975
2542,160.088
2543,53.4206
2544,70.2477
2545,36.0706
2546,141.369
2547,44.7817
2548,196.762
2549,171.731
2550,60.9476
2551,66.4218
2552,70.5822
2553,120.085
2554,101.983
2555,78.9323
2556,182.41
2557,73.8495
2558,39.1285
2559,133.663
2560,46.0856
2561,68.3869
2562,176.68
2563,186.533
2564,150.244
2565,189.388
2566,185.408
2567,111.171
2568,45.5454
2569,89.5478
2570,38.9212
2571,68.38
2572,118.264
2573,167.875
2574,83.0388
2575,184.381
2576,199.755
2577,118.051
2578,166.264
2579,124.694
2580,145.007
2581,118.278
2582,132.581
2583,110.607
2584,157.297
2585,163.618
2586,93.538
2587,181.924
2588,174.801
2589,157.827
2590,70.9106
2591,177.89
2592,179.244
2593,95.9156
2594,48.3989
2595,93.2152
2596,131.874
2597,165.428
2598,105.478
2599,75.4483
2600,106.858
2601,87.5526
2602,191.748
2603,121.793
2604,162.186
2605,113.059
2606,195.367
2607,34.9786
2608,132.203
2609,45.1149
2610,180.329
2611,181.162
2612,151.443
2613,194.597
2614,98.0783
2615,65.8647
2616,67.0422
2617,145.327
2618,51.844
2619,195.991
2620,52.6632
2621,154.513
2622,163.544
2623,179.063
2624,117.543
2625,139.613
2626,82.5451
2627,174.476
2628,140.891
2629,120.94
2630,81.7861
2631,167.219
2632,72.5007
2633,153.952
2634,32.8631
2635,186.364
2636,49.5206
2637,196.189
2638,196.76
2639,109.94
2640,49.198
2641,158.854
2642,41.1415
2643,102.862
2644,58.3374
2645,101.947
2646,109.34
2647,121.373
2648,38.9647
2649,110.541
2650,129.471
2651,57.7675
2652,81.6024
2653,30.6667
2654,108.788
2655,46.0225
2656,76.7238
2657,184.629
2658,65.3285
2659,197.585
2660,185.627
2661,117.034
2662,143.145
2663,120.26
2664,182.473
2665,59.1357
2666,186.51
2667,154.885
2668,198.999
2669,116.857
2670,76.2375
2671,87.5318
2672,88.8635
2673,79.2933
2674,81.8772
2675,58.6187
2676,96.8122
2677,157.229
2678,54.0341
2679,90.5528
2680,95.2801
2681,177.2
2682,151.318
2683,42.6414
2684,195.703
2685,179.732
2686,70.6231
2687,65.1104
2688,181.315
2689,46.6596
2690,126.102
2691,192.363
2692,164.392
2693,67.3366
2694,105.49
2695,168.902
2696,113.386
2697,97.9527
2698,41.0578
2699,103.478
2700,32.3054
2701,112.687
2702,91.9258
2703,54.052
2704,140.679
2705,178.989
2706,44.1154
2707,140.852
2708,49.2874
2709,99.6399
2710,184.584
2711,32.5354
2712,167.6
2713,166.148
2714,128.728
2715,151.818
2716,117.636
2717,85.5259
2718,120.028
2719,160.714
2720,145.316
2721,152.147
2722,53.3092
2723,92.9225
2724,152.402
2725,189.994
2726,158.114
2727,52.1013
2728,148.973
2729,124.625
2730,123.599
2731,58.3036
2732,116.775
2733,129.533
2734,159.265
2735,189.691
2736,116.162
2737,84.8447
2738,131.281
2739,153.76
2740,159.569
2741,164.549
2742,190.741
2743,134.072
2744,161.022
2745,139.143
2746,70.6909
2747,76.1279
2748,184.325
2749,143.027
2750,68.5471
2751,132.306
2752,90.6964
2753,186.498
2754,108.93
2755,73.4508
2756,175.202
2757,35.2746
2758,113.224
2759,53.5635
2760,121.25
2761,121.062
2762,82.9231
2763,101.037
2764,170.119
2765,173.921
2766,160.001
2767,133.113
2768,135.895
2769,193.789
2770,42.8563
2771,193.188
2772,37.9425
2773,166.156
2774,48.1756
2775,133.568
2776,73.8829
2777,92.3967
2778,198.367
2779,41.9167
2780,47.5661
2781,45.093
2782,88.7008
2783,127.825
2784,57.1738
2785,102.878
2786,136.997
2787,46.7012
2788,104.796
2789,106.179
2790,108.09
2791,167.8
2792,92.4565
2793,161.233
2794,43.4648
2795,86.3902
2796,38.3728
2797,114.288
2798,163.764
2799,106.879
2800,117.514
2801,49.6987
2802,166.467
2803,74.2295
2804,138.473
2805,88.6819
2806,134.251
2807,108
2808,85.6741
2809,101.959
2810,113.672
2811,144.472
2812,55.6336
2813,168.298
2814,197.697
2815,156.517
2816,70.4485
2817,48.4173
2818,98.6288
2819,168.625
2820,103.665
2821,68.2223
2822,102.597
2823,63.4317
2824,197.615
2825,160.298
2826,138.662
2827,81.7362
2828,84.8806
2829,47.0125
2830,88.1329
2831,174.614
2832,162.766
2833,181.239
2834,108.17
2835,99.5316
2836,85.1119
2837,49.4812
2838,133.175
2839,45.4501
2840,144.078
2841,165.691
2842,156.256
2843,103.138
2844,120.977
2845,33.2944
2846,83.2182
2847,132.789
2848,188.506
2849,199.32
2850,112.477
2851,155.351
2852,101.954
2853,194.086
2854,199.4
2855,187.758
2856,103.881
2857,191.485
2858,187.998
2859,51.3888
2860,62.2994
2861,172.682
2862,50.7302
2863,82.0612
2864,43.2755
2865,44.5767
2866,99.3729
2867,90.456
2868,55.5565
2869,121.574
2870,153.692
2871,95.5544
2872,197.616
2873,116.72
2874,65.256
2875,167.332
2876,126.782
2877,103.687
2878,61.2584
2879,155.724
2880,113.722
2881,142.884
2882,40.0671
2883,170.127
2884,182.091
2885,197.037
2886,64.2349
2887,40.8871
2888,189.046
2889,162.892
2890,85.2029
2891,188.55
2892,124.082
2893,175.587
2894,75.1787
2895,158.297
2896,60.8634
2897,140.696
2898,187.791
2899,141.68
2900,162.865
2901,176.257
2902,94.9395
2903,160.375
2904,128.326
2905,55.2447
2906,91.764
2907,130.882
2908,132.017
2909,137.687
2910,170.48
2911,38.4526
2912,162.853
2913,120.66
2914,52.0715
2915,104.154
2916,104.107
2917,132.8
2918,75.1751
2919,158.794
2920,152.241
2921,182.314
2922,149.832
2923,142.649
2924,92.0549
2925,167.715
2926,76.1566
2927,52.4436
2928,128.141
2929,45.1757
2930,171.432
2931,136.047
2932,162.884
2933,59.1095
2934,61.689
2935,94.8303
2936,43.9379
2937,51.2536
2938,151.949
2939,131.189
2940,121.902
2941,140.527
2942,198.173
2943,37.2016
2944,98.2076
2945,33.3434
2946,104.337
2947,113.115
2948,48.7358
2949,129.672
2950,118.199
2951,157.978
2952,165.737
2953,143.394
2954,145.662
2955,132.002
2956,189.933
2957,36.609
2958,55.3226
2959,176.986
2960,86.4824
2961,152.38
2962,114.002
2963,128.707
2964,37.3922
2965,62.2888
2966,59.1489
2967,95.0299
2968,58.1311
2969,75.6743
2970,179.163
2971,199.93
2972,194.262
2973,181.752
2974,196.821
2975,177.495
2976,145.864
2977,146.011
2978,167.112
2979,171.639
2980,63.5151
2981,79.6532
2982,199.735
2983,184.632
2984,78.9378
2985,104.195
2986,117.023
2987,45.5324
2988,100.273
2989,80.7078
2990,40.8711
2991,55.641
2992,104.472
2993,147.108
2994,113.321
2995,155.319
2996,97.7191
2997,62.4425
2998,145.011
2999,141.983
3000,165.375
3001,70.214
3002,39.2376
3003,82.3396
3004,31.5641
3005,99.0878
3006,61.4045
3007,98.8801
3008,118.717
3009,75.8795
3010,147.279
3011,188.02
3012,126.652
3013,132.036
3014,94.351
3015,59.1645
3016,158.697
3017,178.989
3018,126.825
3019,68.0516
3020,56.0126
3021,33.6605
3022,122.135
3023,91.7055
3024,139.132
3025,94.63
3026,101.885
3027,132.672
3028,88.357
3029,59.8295
3030,31.1749
3031,153.55
3032,94.0063
3033,127.567
3034,83.1325
3035,37.6975
3036,157.476
3037,52.4199
3038,59.5331
3039,175.647
3040,55.4335
3041,125.52
3042,194.899
3043,150.425
3044,77.9456
3045,153.669
3046,44.18
3047,174.558
3048,114.721
3049,103.499
3050,168.249
3051,192.331
3052,184.108
3053,54.2489
3054,131.071
3055,115.461
3056,128.831
3057,138.34
3058,35.0794
3059,176.237
3060,66.5509
3061,53.9259
3062,132.068
3063,167.707
3064,113.39
3065,44.4221
3066,99.7869
3067,134.276
3068,75.1627
3069,151.548
3070,75.1465
3071,94.3525
3072,112.255
3073,149
3074,53.6774
3075,38.0772
3076,120.631
3077,123.306
3078,69.8424
3079,30.9012
3080,136.273
3081,156.592
3082,109.376
3083,47.8691
3084,46.7848
3085,131.778
3086,85.0404
3087,70.2416
3088,91.0896
3089,131.772
3090,157.2
3091,168.861
3092,87.0164
3093,34.2791
3094,88.0241
3095,195.105
3096,170.893
3097,161.091
3098,31.6687
3099,182.145
3100,30.1606
3101,52.5505
3102,178.064
3103,49.4384
3104,171.016
3105,144.502
3106,77.3918
3107,64.0668
3108,56.3969
3109,108.915
3110,85.5945
3111,136.079
3112,90.4915
3113,105.218
3114,115.615
3115,122.201
3116,179.766
3117,96.5878
3118,159.225
3119,114.018
3120,90.8064
3121,177.842
3122,35.5164
3123,120.254
3124,35.5082
3125,152.382
3126,83.9739
3127,74.205
3128,185.307
3129,152.292
3130,85.5941
3131,87.7198
3132,44.1406
3133,186.679
3134,148.738
3135,99.837
3136,73.518
3137,60.4586
3138,161.39
3139,167.023
3140,130.886
3141,149.504
3142,90.9757
3143,118.146
3144,148.546
3145,39.1897
3146,105.887
3147,141.363
3148,66.0791
3149,193.708
3150,171.445
3151,92.8702
3152,161.579
3153,60.8847
3154,66.8987
3155,88.0022
3156,161.838
3157,73.1712
3158,159.859
3159,174.137
3160,174.879
3161,85.1388
3162,43.6267
3163,57.5911
3164,140.813
3165,174.656
3166,101.767
3167,194.112
3168,137.154
3169,38.3542
3170,73.0692
3171,197.252
3172,52.0307
3173,94.2474
3174,48.187
3175,125.472
3176,61.4763
3177,53.1781
3178,199.238
3179,47.3192
3180,97.097
3181,35.4253
3182,110.7
3183,168.483
3184,101.164
3185,88.3551
3186,51.4157
3187,166.284
3188,199.285
3189,51.0439
3190,114.981
3191,167.02
3192,141.262
3193,84.1237
3194,62.9182
3195,101.545
3196,119.027
3197,116.233
3198,69.242
3199,113.988
3200,115.417
3201,161.255
3202,197.243
3203,177.231
3204,82.7588
3205,108.005
3206,146.842
3207,68.3503
3208,168.994
3209,33.214
3210,35.6623
3211,31.174
3212,112.294
3213,178.261
3214,113.67
3215,159.044
3216,89.7488
3217,165.62
3218,77.6102
3219,52.7559
3220,94.2368
3221,87.1786
3222,164.811
3223,74.9064
3224,102.199
3225,30.0735
3226,136.685
3227,114.403
3228,86.0878
3229,109.371
3230,153.539
3231,189.375
3232,48.956
3233,160.188
3234,100.093
3235,55.1897
3236,78.8102
3237,36.3222
3238,144.175
3239,125.671
3240,84.1957
3241,135.439
3242,174.034
3243,187.611
3244,152.783
3245,146.776
3246,67.9012
3247,42.9723
3248,88.5677
3249,102.936
3250,46.8201
3251,85.3977
3252,93.5061
3253,87.6859
3254,160.342
3255,100.022
3256,65.8211
3257,160.625
3258,68.9968
3259,56.8566
3260,82.1921
3261,142.68
3262,165.149
3263,53.58
3264,139.978
3265,165.47
3266,108.586
3267,38.8568
3268,198.463
3269,70.9949
3270,81.288
3271,69.539
3272,47.1853
3273,87.2498
3274,89.1736
3275,144.568
3276,73.5094
3277,129.341
3278,169.611
3279,33.7191
3280,37.9283
3281,95.0216
3282,108.919
3283,187.157
3284,74.1248
3285,36.2425
3286,107.268
3287,46.5682
3288,143.65
3289,132.83
3290,190.289
3291,152.467
3292,168.014
3293,66.3103
3294,95.8522
3295,159.465
3296,186.209
3297,40.1842
3298,61.1461
3299,171.429
3300,93.6933
3301,186.752
3302,190.425
3303,182.32
3304,96.0178
3305,87.3203
3306,117.116
3307,145.633
3308,128.295
3309,153.892
3310,195.888
3311,43.1505
3312,121.231
3313,104.103
3314,124.959
3315,195.965
3316,137.194
3317,34.516
3318,79.3907
3319,68.484
3320,112.572
3321,98.7066
3322,127.46
3323,95.668
3324,155.983
3325,134.666
3326,175.098
3327,90.1293
3328,170.575
3329,142.036
3330,96.1443
3331,100.419
3332,180.691
3333,150.411
3334,66.0655
3335,191.686
3336,134.537
3337,82.7241
3338,58.8988
3339,99.4373
3340,187.049
3341,69.043
3342,117.173
3343,52.2097
3344,155.623
3345,93.8468
3346,172.664
3347,48.6224
3348,54.4879
3349,50.4523
3350,120.975
3351,179.44
3352,61.8218
3353,126.913
3354,40.7186
3355,169.911
3356,173.36
3357,189.625
3358,186.809
3359,80.237
3360,119.662
3361,181.037
3362,119.171
3363,181.581
3364,183.615
3365,51.2182
3366,141.161
3367,170.613
3368,110.419
3369,182.869
3370,144.627
3371,99.6472
3372,190.741
3373,64.2354
3374,181.305
3375,68.068
3376,127.052
3377,175.146
3378,146.166
3379,61.0209
3380,48.2548
3381,122.229
3382,155.667
3383,73.3628
3384,125.654
3385,79.8212
3386,49.9684
3387,80.4947
3388,101.573
3389,77.6115
3390,186.102
3391,46.86
3392,40.5549
3393,145.867
3394,131.488
3395,170.713
3396,165.677
3397,38.8921
3398,103.379
3399,115.625
3400,165.231
3401,126.704
3402,69.4346
3403,137.954
3404,132.424
3405,84.9696
3406,36.8053
3407,36.7522
3408,50.6531
3409,41.3744
3410,84.1915
3411,157.975
3412,154.101
3413,138.79
3414,50.0611
3415,90.239
3416,64.4548
3417,62.8801
3418,79.8129
3419,78.2277
3420,184.448
3421,158.72
3422,113.857
3423,137.476
3424,151.685
3425,62.4013
3426,136.018
3427,135.254
3428,170.919
3429,84.9764
3430,113.553
3431,135.642
3432,37.3675
3433,85.1695
3434,187.329
3435,31.5572
3436,156.464
3437,120.696
3438,121.208
3439,128.597
3440,188.84
3441,192.369
3442,130.957
3443,66.275
3444,137.197
3445,64.7082
3446,129.538
3447,113.874
3448,85.137
3449,60.6146
3450,170.915
3451,46.9604
3452,56.4373
3453,134.137
3454,130.129
3455,152.5
3456,163.519
3457,177.282
3458,163.455
3459,139.077
3460,168.07
3461,162.149
3462,79.3584
3463,59.0618
3464,83.996
3465,188.79
3466,160.729
3467,90.6576
3468,108.91
3469,40.9095
3470,68.5341
3471,173.02
3472,136.041
3473,133.909
3474,60.7313
3475,116.183
3476,51.5282
3477,83.8898
3478,159.177
3479,156.565
3480,70.0548
3481,157.608
3482,62.6671
3483,135.239
3484,166.022
3485,169.151
3486,140.97
3487,59.6746
3488,115.43
3489,106.271
3490,145.643
3491,165.147
3492,185.711
3493,53.4811
3494,99.7511
3495,173.633
3496,133.635
3497,128.168
3498,48.9207
3499,136.553
3500,134.837
3501,119.434
3502,191.231
3503,143.559
3504,147.92
3505,31.2313
3506,67.8051
3507,153.59
3508,44.237
3509,111.245
3510,138.364
3511,39.4357
3512,177.866
3513,72.5789
3514,43.655
3515,94.4927
3516,41.8284
3517,71.8508
3518,63.5794
3519,182.786
3520,92.7924
3521,64.0155
3522,47.185
3523,55.9087
3524,157.681
3525,98.1289
3526,175.293
3527,171.95
3528,76.1661
3529,146.381
3530,121.239
3531,52.7723
3532,156.347
3533,172.991
3534,180.661
3535,130.791
3536,49.6168
3537,140.739
3538,37.8713
3539,73.7936
3540,177.577
3541,49.3635
3542,153.765
3543,146.051
3544,73.2627
3545,89.5863
3546,52.7707
3547,117.425
3548,126.985
3549,45.1336
3550,156.285
3551,98.9243
3552,71.3816
3553,111.964
3554,90.2297
3555,47.9554
3556,144.14
3557,189.985
3558,109.677
3559,97.0059
3560,116.284
3561,194.998
3562,31.8147
3563,148.438
3564,56.5114
3565,126.922
3566,62.6516
3567,142.833
3568,174.36
3569,103.637
3570,109.987
3571,174.543
3572,83.0991
3573,121.237
3574,127.893
3575,92.484
3576,167.601
3577,184.52
3578,188.506
3579,157.725
3580,107.632
3581,165.384
3582,66.3593
3583,152.032
3584,175.755
3585,179.9
3586,40.8103
3587,121.987
3588,97.8261
3589,87.8008
3590,153.126
3591,160.378
3592,56.6226
3593,124.886
3594,167.601
3595,130.535
3596,166.15
3597,114.744
3598,49.6935
3599,170.008
3600,110.423
3601,75.9237
3602,193.113
3603,152.563
3604,71.5553
3605,140.838
3606,65.1813
3607,167.835
3608,182.522
3609,84.0668
3610,72.36
3611,175.689
3612,191.72
3613,102.569
3614,191.169
3615,128.68
3616,178.318
3617,151.183
3618,74.6129
3619,124.898
3620,122.593
3621,94.5003
3622,112.212
3623,107.43
3624,112.248
3625,50.1742
3626,163.928
3627,94.0668
3628,31.6342
3629,197.732
3630,150.49
3631,119.33
3632,58.4048
3633,83.5738
3634,159.535
3635,84.1407
3636,32.8668
3637,196.755
3638,193.848
3639,66.1055
3640,56.2333
3641,152.505
3642,72.5282
3643,92.7132
3644,91.7244
3645,111.744
3646,109.177
3647,158.806
3648,181.069
3649,52.0919
3650,127.149
3651,72.2874
3652,171.823
3653,106.771
3654,41.7351
3655,31.5276
3656,192.16
3657,152.49
3658,138.586
3659,159.772
3660,100.796
3661,36.0484
3662,126.863
3663,142.585
3664,32.987
3665,100.436
3666,111.673
3667,141.846
3668,159.122
3669,64.9032
3670,101.14
3671,133.252
3672,100.768
3673,56.0622
3674,32.2381
3675,78.4097
3676,184.814
3677,50.8508
3678,150.405
3679,51.269
3680,187.572
3681,176.084
3682,116.681
3683,77.0838
3684,52.2488
3685,90.0973
3686,82.8916
3687,77.9461
3688,166.987
3689,39.4677
3690,116.503
3691,105.592
3692,31.6564
3693,113.659
3694,111.13
3695,30.6131
3696,80.8038
3697,141.995
3698,176.563
3699,114.733
3700,41.9629
3701,130.344
3702,66.5344
3703,68.4932
3704,123.052
3705,160.937
3706,117.584
3707,177.817
3708,147.854
3709,48.937
3710,65.937
3711,149.379
3712,36.023
3713,194.104
3714,138.077
3715,173.698
3716,157.927
3717,131.966
3718,41.4451
3719,164.51
3720,88.3794
3721,117.727
3722,143.105
3723,133.367
3724,177.442
3725,62.8908
3726,60.515
3727,115.207
3728,157.529
3729,191.787
3730,118.006
3731,131.308
3732,59.4827
3733,198.628
3734,69.0887
3735,198.497
3736,150.361
3737,51.1887
3738,85.066
3739,108.944
3740,109.978
3741,112.405
3742,43.9879
3743,123.898
3744,123.236
3745,153.581
3746,76.1607
3747,146.875
3748,121.134
3749,90.0273
3750,80.75
3751,137.805
3752,130.584
3753,154.662
3754,49.691
3755,108.394
3756,198.573
3757,72.2017
3758,122.036
3759,199.395
3760,139.554
3761,120.244
3762,141.573
3763,110.657
3764,56.8093
3765,144.564
3766,42.5826
3767,141.132
3768,184.938
3769,145.365
3770,187.009
3771,51.3834
3772,54.7974
3773,86.0218
3774,175.782
3775,178.872
3776,170.891
3777,31.7521
3778,144.597
3779,66.0908
3780,55.0354
3781,67.5817
3782,34.7558
3783,107.839
3784,142.285
3785,183.501
3786,183.919
3787,181.554
3788,163.101
3789,69.1539
3790,81.6509
3791,136.16
3792,171.275
3793,159.697
3794,50.0406
3795,198.868
3796,174.18
3797,98.5768
3798,153.538
3799,198.781
3800,179.095
3801,135.474
3802,53.2819
3803,183.156
3804,194.612
3805,84.4269
3806,80.8068
3807,196.773
3808,97.2569
3809,150.249
3810,172.654
3811,116.964
3812,189.288
3813,194.068
3814,126.772
3815,112.141
3816,116.64
3817,152.741
3818,114.055
3819,114.287
3820,149.985
3821,169.517
3822,54.1688
3823,182.811
3824,136.885
3825,181.079
3826,91.2198
3827,193.462
3828,103.036
3829,49.7019
3830,185.188
3831,35.4796
3832,37.526
3833,116.231
3834,119.336
3835,134.685
3836,74.7874
3837,122.13
3838,77.8091
3839,172.191
3840,31.9269
3841,175.185
3842,42.3806
3843,30.168
3844,43.118
3845,171.075
3846,110.358
3847,172.847
3848,128.45
3849,153.334
3850,121.693
3851,141.57
3852,41.618
3853,134.032
3854,195.758
3855,116.196
3856,164.775
3857,166.926
3858,155.837
3859,144.108
3860,149.516
3861,70.1463
3862,193.091
3863,140.971
3864,103.858
3865,75.0681
3866,100.038
3867,83.5573
3868,53.9846
3869,97.7306
3870,183.513
3871,177.325
3872,189.974
3873,198.964
3874,195.141
3875,139.899
3876,195.031
3877,167.791
3878,191.388
3879,164.34
3880,41.6788
3881,172.616
3882,185.526
3883,159.961
3884,147.438
3885,129.243
3886,120.212
3887,147.339
3888,121.114
3889,59.1036
3890,62.565
3891,45.038
3892,183.918
3893,176.75
3894,71.5738
3895,149.239
3896,167.044
3897,98.2532
3898,66.4729
3899,116.488
3900,188.16
3901,110.683
3902,112.982
3903,143.99
3904,163.079
3905,139.53
3906,140.97
3907,57.8848
3908,168.074
3909,159.579
3910,140.868
3911,66.5848
3912,56.2069
3913,180.122
3914,61.7601
3915,117.768
3916,187.355
3917,34.6516
3918,112.391
3919,33.2748
3920,190.044
3921,119.243
3922,31.7854
3923,151.434
3924,194.182
3925,76.6222
3926,149.67
3927,35.7642
3928,84.198
3929,126.922
